prompt,fold,generation,qwk
8,2,9,0.2514807944887738
8,2,10,0.32534978926352176
8,2,11,0.3432771954149384
8,2,12,0.3156363362933783
8,2,13,0.30531128630979143
8,2,14,0.3026376312686947
8,2,15,0.3087418158387677
8,2,16,0.28109586568292066
8,2,17,0.2927336677366035
8,2,18,0.36741677355551017
8,2,19,0.3220372082123655
8,2,20,0.2937446391373606
8,2,21,0.3074527694010538
8,2,22,0.29146830902063936
8,2,23,0.31711248427293726
8,2,24,0.2921706689859356
8,2,25,0.2884909668532759
8,3,1,0.23804376232448732
8,3,2,0.20018090833491375
8,3,3,0.2965144059034013
8,3,4,0.29802527832042747
8,3,5,0.2989283861931946
8,3,6,0.2770898906005186
8,3,7,0.25846220485093374
8,3,8,0.25850226320049563
8,3,9,0.2728720738778724
8,3,10,0.30932736162382424
8,3,11,0.2984535071810206
8,3,12,0.27246771326094943
8,3,13,0.29497087302725034
8,3,14,0.21025018737285428
8,3,15,0.3115046837926142
8,3,16,0.28580416932426655
8,3,17,0.2828172877879358
8,3,18,0.3150976815676547
8,3,19,0.2382833392761634
8,3,20,0.27340562463571016
8,3,21,0.2699871417898244
8,3,22,0.28704806649320214
8,3,23,0.28768335862417804
8,3,24,0.3080970899825666
8,3,25,0.2602182077359577
8,4,1,0.1301083858317751
8,4,2,0.11202775493039618
8,4,3,0.13087893888000923
8,4,4,0.3260082438578247
8,4,5,0.3398985064449719
8,4,6,0.22580024796723697
8,4,7,0.33726576268747976
8,4,8,0.3600229888060189
8,4,9,0.3317170791053593
8,4,10,0.3458371162788
8,4,11,0.3265029745111
8,4,12,0.3245860462041842
8,4,13,0.3313058729751608
8,4,14,0.33661361875924234
8,4,15,0.30629549780347665
8,4,16,0.3006050157639768
8,4,17,0.22676557929343555
8,4,18,0.3564327767590001
8,4,19,0.3093630636951574
8,4,20,0.31026223812237774
8,4,21,0.31709993846391915
8,4,22,0.3092753251040884
8,4,23,0.3465671238690511
8,4,24,0.301217116174632
8,4,25,0.3095936321742774
